lote,id,gerador,tecnica,saida,inventa_sinal,perde_sinal,insere_diagnostico,insere_urgencia_juiz,insere_urgencia_regra,fala_conduta,especie_juiz,especie_regra,juiz
regua,b58,llama3.2:3b,hyde_reescrita,"""Lesão de Corte Superficial em Gato: Protocolo de Tratamento  O quadro clínico apresentado é caracterizado por uma lesão de corte superficial, com hemorragia inicial que parou, indicando uma resposta adequada ao trauma. O animal está atualmente em estado de recuperação, o que sugere que a lesão não apresenta sinais de infecção ou complicação grave. A conduta esperada inclui monitoramento contínuo da lesão para garantir a cicatrização adequada, aplicação de compressas frias para reduzir a inflamação e prevenir a formação de coágulos, e administração de antibióticos orais para prevenir infecções secondary. A recuperação do animal deve ser monitorada atentamente, com acompanhamento veterinário regular para garantir a cicatrização completa e a ausência de sequelas.""",formação de coágulos,,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b58,llama3.2:3b,mq_relato,sintomas de lesão superficial em gatos tratamento de corte superficial em gatos reabilitação de gatos com lesões leves,,,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b58,llama3.2:3b,hyde_relato,"""Quadro Clínico: Corte Superficial em Gato (Felis catus). O animal apresenta um corte superficial de aproximadamente 1-2 cm de comprimento, localizado na perna esquerda, com bordas descontínuas e uma cor de corante amarelo claro. O corte apresenta hematomas superficiais e não apresenta sinais de infecção, como vermelhidão, inchaço ou secreção. A cicatrização é esperada e o animal está ativo e sem sintomas. Possíveis causas incluem lesões acidentais, como arranhões em superfícies duras. A conduta esperada é monitorar a cicatrização e garantir a higiene da área, evitando o contato com outros animais e superfícies contaminadas.""",corte de 1-2 cm;perna esquerda;bordas descontínuas;cor de corante amarelo claro;hematomas superficiais,,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b59,llama3.2:3b,reescrita,"cachorro apresentando tartarização dentária severa e mau hálito, sem sintomas de dor ou alteração comportamental.",tartarização dentária severa,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b59,llama3.2:3b,mq_reescrita,sintomas de tartarização dentária em cães sem dor ou alteração comportamental efeitos da tartarização dentária na saúde bucal de cães tratamento de tartarização dentária leve em cães sem sintomas de dor ou alteração comportamental,tartarização dentária,,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b59,llama3.2:3b,hyde_reescrita,"""Quadro Clínico: Tartarização Dentária Severa e Mau Hálito em Cachorro. O animal apresenta tartarização dentária severa, com depósitos de placa e tartar visíveis em todas as superfícies dos dentes, o que pode levar a infecções periodontais. O mau hálito é um sintoma comum, mas não há sinais de dor ou alteração comportamental. A conduta esperada é realizar uma limpeza periodontal profissional, utilizando instrumentos específicos para remover a tartar e a placa, seguida de uma higiene oral adequada, incluindo a limpeza regular dos dentes com um escova de cerdas macias e um desinfetante veterinário, para prevenir a progressão da doença e garantir a saúde bucal do animal.""",tartarização dentária severa;depósitos de placa e tartar visíveis em todas as superfícies dos dentes,,infecções periodontais,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b59,llama3.2:3b,mq_relato,sintomas de tártaro e mau hálito em cães possíveis causas de tártaro e mau hálito em cães tratamento para tártaro e mau hálito em cães sem dor,,,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b59,llama3.2:3b,hyde_relato,"""Quadro Clínico: Tártaro e Mau Hálito em Cachorro. O cachorro apresenta uma marcante presença de tártaro bucal, indicativa de periodontite crônica, caracterizada pela inflamação e necrose das gengivas e tecidos periodontais. O mau hálito é um sintoma comum associado a essa condição. Embora o cachorro apresente falta de apetite, o fato de consumir alimentos normalmente sugere que não há dor associada a essa condição. A conduta esperada inclui exame periodontal, avaliação da saúde bucal e, se necessário, procedimentos de limpeza e higiene bucal, além de monitoramento regular para prevenir complicações.""",falta de apetite;necrose das gengivas,,periodontite crônica,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b60,llama3.2:3b,reescrita,"cachorro apresentando lesão cutânea, lesão benigna, crescimento lento, sem dor, sem sintomas adversos.",lesão benigna,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b60,llama3.2:3b,mq_reescrita,Lesões benignas cutâneas em cães com crescimento lento Diagnóstico diferencial de lesões benignas cutâneas em cães Tratamento conservador para lesões benignas cutâneas em cães,lesões benignas,,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b60,llama3.2:3b,hyde_reescrita,"""Lesão Cutânea Benigna: Cachorro adulto, apresentando lesão cutânea circundada por uma área de cicatrização lenta, sem sintomas de dor ou inflamação, com crescimento lento e sem sinais de infecção. Possíveis causas incluem lesões de corta, picadas de insetos ou lesões de natureza traumática. A conduta esperada é monitorar o progresso da lesão, realizando exames periódicos de 6 semanas de intervalo, com avaliação da cicatrização e possíveis necessidades de intervenção cirúrgica para remoção da lesão. A administração de antibióticos não é necessária, mas pode ser considerada se houver sinais de infecção. A lesão deve ser mantida limpa e protegida com um curativo adequado.""",área de cicatrização lenta;lesões de corta;picadas de insetos,,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b60,llama3.2:3b,mq_relato,caroço benigno em cães diagnóstico diferencial para caroços em cães tratamento conservador para caroços benignos em cães,caroço benigno,,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b60,llama3.2:3b,hyde_relato,"""Observação de Lesão Cutânea: Caroço benigno, não doloroso, não causando sintomas clínicos significativos. Possíveis causas incluem infecção bacteriana, fungina ou lesão traumática. O caroço deve ser observado regularmente para monitorar seu crescimento e evolução. A conduta esperada é realizar exames periódicos de sangue e urina para descartar doenças subjacentes e realizar exames de imagem (radiografia ou ressonância magnética) para avaliar a extensão do caroço e sua relação com os órgãos circundantes. O tratamento é conservador, com acompanhamento regular, a menos que o caroço apresente sinais de infecção ou crescimento anormal.""",caroço benigno,,infecção bacteriana;infecção fungina,0,0,1,mantida,omitida,gemini-3.1-flash-lite
regua,b61,llama3.2:3b,reescrita,"cachorro apresentando taquipneia, melhora rapidamente após descanso e exposição à sombra, retorno ao comportamento normal.",,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b61,llama3.2:3b,mq_reescrita,cachorro apresentando taquipneia causas possíveis de taquipneia em cães tratamento de taquipneia leve em cães,,melhora na sombra;comportamento normal,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b61,llama3.2:3b,hyde_reescrita,"**Taquipneia aguda em cães**: O cachorro apresenta taquipneia aguda, caracterizada por respiração rápida e profunda, com frequência superior a 40 respirações por minuto. O quadro clínico é geralmente associado a estresse, exercício excessivo ou condições ambientais adversas. A melhora rápida após descanso e exposição à sombra sugere que o animal está em repouso adequado e está se adaptando bem às condições ambientais. A conduta esperada é monitorar a recuperação do animal, garantindo que ele não apresente sintomas de desidratação ou hipogênio, e realizar avaliações periódicas para garantir a ausência de complicações.",respiração profunda;frequência superior a 40 respirações por minuto,,Taquipneia aguda,1,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b61,llama3.2:3b,mq_relato,sintomas de asfixia aguda em cães possíveis causas de ofegamento agudo em cães reabilitação de um cão após episódio de asfixia aguda,asfixia,melhora na sombra;comportamento normal,asfixia aguda,1,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b61,llama3.2:3b,hyde_relato,"""Quadro Clínico: Hipopnea Respiratória Aguda em Cachorro. Descrição: O cachorro apresentou sintomas de hipopnea respiratória aguda após atividade física intensa, caracterizados por ofegamento excessivo e dificuldade respiratória. No entanto, após descanso em um local fresco e sombrio, a conduta do animal melhorou significativamente, indicando recuperação rápida. Possíveis Causas: Exaustão muscular, hipogênese, asma canina ou outras condições respiratórias. Conduta Esperada: Monitoramento contínuo para evitación de recaídas, administração de medicamentos anti-inflamatórios e anti-hipertensivos, se necessário, e acompanhamento regular para avaliação da condição do animal.""",dificuldade respiratória,,Hipopnea Respiratória Aguda;exaustão muscular;hipogênese;asma canina,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b62,llama3.2:3b,reescrita,"gato com lesão de mordida de morcego, sem hematomas visíveis e sem sinais de infecção, apresentando comportamento normal após o incidente.",sem sinais de infecção,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b62,llama3.2:3b,mq_reescrita,sintomas de lesão de mordida de morcego em gatos causas possíveis de lesão sem hematomas visíveis e sinais de infecção comportamento normal após lesão de mordida de morcego em gatos,sinais de infecção,mordida de morcego,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b62,llama3.2:3b,hyde_reescrita,"""Lesão de mordida de morcego em gato: Descrição clínica. O gato apresenta uma lesão de mordida de morcego, caracterizada por uma pequena ferida sem hematomas visíveis e sem sinais de infecção, indicando uma resposta imunológica adequada. O comportamento normal do animal após o incidente sugere que não houve comprometimento grave da função cerebral ou de outros órgãos vitais. Possíveis causas incluem mordidas de morcegos comuns (Pipistrellus spp.) ou outras espécies de morcegos. A conduta esperada inclui monitoramento contínuo da lesão para detectar qualquer sinal de infecção ou complicação, além de manter o gato em isolamento para evitar a transmissão de doenças. A vacinação contra a rabia e o uso de repelentes ou tratamentos específicos para prevenir futuras infestações são recomendados.""",resposta imunológica adequada;comprometimento da função cerebral,,rabia,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b62,llama3.2:3b,mq_relato,sintomas de mordida de morcego em gatos reconhecimento de mordida de morcego em gatos sem ferimento tratamento de mordida de morcego em gatos sem sinalização clínica,,mordida de morcego,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b62,llama3.2:3b,hyde_relato,"""Quadro Clínico: Mordida por Morcego em Gato. O gato apresenta lesão de mordida por morcego, caracterizada por pequena ferida sem hemorragia significativa ou infecção aparente, sem sinais de inflamação ou dor. A lesão é limpa e sem sinais de infecção, sugerindo que o morcego não transmitiu vírus ou bactérias patogênicas. A conduta esperada inclui monitorar a lesão por 24 a 48 horas, observando por sinais de infecção ou inflamação, e fornecer alimentação e água normais, mantendo a higiene e a temperatura ambiente adequadas. Em caso de evolução fechada, o gato pode ser monitorado em casa, mas se houver sinais de infecção ou deterioração, deve ser levado ao consultório veterinário imediatamente.""",sem hemorragia;sem sinais de inflamação ou dor,,,1,1,1,mantida,ok,gemini-3.1-flash-lite
regua,b63,llama3.2:3b,reescrita,"cachorro apresentando infestação de carrapatos, comportamento normal e ausência de sinais de dor ou desconforto.",ausência de sinais de dor ou desconforto,gengiva rosada,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b63,llama3.2:3b,mq_reescrita,infestação de carrapatos em cães: sintomas e sinais de alerta comportamento normal de cães infestados por carrapatos tratamento e controle de infestação de carrapatos em cães,,gengiva rosada,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b63,llama3.2:3b,hyde_reescrita,"""Infestação de Carrapatos em Cachorro: Descrição Clínica - O cachorro apresenta uma infestação de carrapatos, caracterizada pela presença de parasitas ectoparasitos na pele, sem sinais de dor ou desconforto, o que sugere uma infestação leve. A conduta esperada inclui a observação cuidadosa da infestação, a identificação da localização e extensão da infestação, bem como a aplicação de medidas de controle adequadas, como o uso de produtos químicos ou naturais para repelir ou eliminar os carrapatos, e a realização de exames de laboratório para confirmar a presença de parasitas e monitorar a resposta ao tratamento.""",sem sinais de dor ou desconforto,gengiva rosada,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b63,llama3.2:3b,mq_relato,sintomas de infestação de carrapatos em cães efeitos da infestação de carrapatos em cães tratamento para infestação de carrapatos em cães com sintomas de infestação,,gengiva rosada,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b63,llama3.2:3b,hyde_relato,"""Quadro Clínico: Carrapatos em Cachorro Ativo. O animal apresenta lesões cutâneas devido à infestação de carrapatos, com sinais de picada (hematomas, coágulos sanguíneos e inflamação) localizadas principalmente na região dorsal e nas patas. A atividade e o apetite do animal estão intactos, indicando que a infestação não está causando dor ou desconforto significativo. A gengiva rosada pode ser um sinal de inflamação bucal, possivelmente relacionada à picada de carrapato, que pode causar irritação e inflamação na mucosa oral. A conduta esperada inclui a aplicação de medicamentos anti-inflamatórios e antipiréticos, como ibuprofeno ou carprofeno, para controlar a dor e a inflamação, além de medidas de controle de carrapatos, como o uso de repelentes e a aplicação de produtos específicos para eliminação de carrapatos.""",lesões cutâneas;hematomas;coágulos sanguíneos;inflamação;região dorsal e patas;inflamação bucal,,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b64,llama3.2:3b,reescrita,"cachorro apresentando vômito, possível causa desconhecida, comportamento normal após vômito.",,saiu ração,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b64,llama3.2:3b,mq_reescrita,sintomas de vômito em cães causas possíveis de vômito em cães sem sintomas específicos recuperação de um cachorro após vômito,,saiu ração,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b64,llama3.2:3b,hyde_reescrita,"**Protocolo Clínico: Vômito Acústico em Cachorro**  O cachorro apresenta vômito, caracterizado por uma frequência de 2-3 vezes por dia, com vômitos não contagiados, sem sangue ou material fecal, e sem sintomas associados, como dor abdominal ou febre. O comportamento normal após vômito é observado, com o animal retornando à atividade normal após 30 minutos a 1 hora após o vômito. As possíveis causas incluem gastroenterite viral, gastroenterite bacteriana, reações alérgicas, ou outros fatores desconhecidos. O tratamento é conservador, com hidratação intravenosa se necessário, e monitoramento contínuo para avaliar a recuperação do animal.",frequência de 2-3 vezes por dia;vômitos não contagiados;sem sangue ou material fecal;febre;dor abdominal,saiu ração,Vômito Acústico;gastroenterite viral;gastroenterite bacteriana;reações alérgicas,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b64,llama3.2:3b,mq_relato,sintomas de vômito em cães após ingestão de alimentos possíveis causas de vômito em cães sem sintomas adicionais recomendações para monitorar o comportamento do cachorro após vômito,,saiu ração,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b64,llama3.2:3b,hyde_relato,"""Quadro Clínico: Vômito Acústico - Cachorro Adulto. Descrição: O cachorro apresentou vômito unilateral, com material amargo, após a ingestão de ração, mas sem sinais de dor ou desconforto. A recuperação rápida e normal após a ingestão de alimentos, acompanhada de comportamento normal, sugere que o vômito foi de origem gastrointestinal, provavelmente causado por uma reação alérgica ou intolerância alimentar. Monitorar o comportamento e a ingestão de alimentos durante os próximos 24 horas para detectar qualquer sinal de recorrência ou deterioração. A conduta esperada inclui manter a alimentação normal, evitar a ingestão de alimentos que possam causar reações adversas e realizar uma consulta veterinária preventiva em 7 dias para avaliação e orientação.""",vômito unilateral;material amargo,,Vômito Acústico;reação alérgica;intolerância alimentar,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b65,llama3.2:3b,reescrita,"gata apresentando vômito de material de pele, recuperação sem sintomas graves.",,comendo e brincando normalmente,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b65,llama3.2:3b,mq_reescrita,sintomas de evisceração em gatos tratamento de evisceração por material de pele em gatos recuperação de gatos após evisceração por material de pele,evisceração,vomitou bola de pelo;comendo e brincando normalmente,evisceração,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b65,llama3.2:3b,hyde_reescrita,"**Protocolo Clínico: Vômito de Material de Pele em Gatos**  O vômito de material de pele (epidermis) em gatos é uma condição clínica conhecida como ""vômito de escamas"" ou ""vômito de caspa"". O quadro clínico é caracterizado por vômitos recorrentes de material de pele, que pode ser amarelo, verde ou preto, e pode ser acompanhado por diarreia, dor abdominal e perda de apetite. Em casos leves, a recuperação ocorre sem sintomas graves, mas é importante monitorar a conduta do animal para detectar possíveis complicações, como desidratação, desnutrição ou infecção. A conduta esperada inclui: administração de fluidos e eletrólitos para prevenir desidratação, dieta de reposição com alimentos nutricionais adequados, observação cuidadosa para detectar sinais de recuperação e acompanhamento regular para monitorar a evolução da condição.","vômitos recorrentes;material de pele amarelo, verde ou preto;diarreia;dor abdominal;perda de apetite;desidratação;desnutrição;infecção",bola de pelo;comendo e brincando normalmente,vômito de escamas;vômito de caspa,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b65,llama3.2:3b,mq_relato,sintomas de vômito em gatos causas possíveis de vômito em gatos reabilitação alimentar em gatos após vômito,,bola de pelo;comendo e brincando normalmente,,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b65,llama3.2:3b,hyde_relato,"""Quadro Clínico: Indigestão e Vômito de Pelos - Gato. O animal apresentou vômito de uma bola de pelo, sugerindo uma obstrução intestinal por um objeto estranho. Após o vômito, o animal demonstrou interesse em alimentação e atividade, indicando recuperação parcial. É fundamental realizar uma exame físico completo, incluindo palpitação abdominal, para verificar a presença de obstrução ou lesão intestinal. A conduta esperada inclui monitoramento da alimentação e atividade, administração de antieméticos orais se necessário, e realização de uma radiografia abdominal para verificar a presença de objetos estranhos ou lesões internas.""",,,obstrução intestinal,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b66,llama3.2:3b,reescrita,"cão apresentando mudança na consistência das fezes, com fezes mais moles do que o normal, mas sem sinais de sangramento ou outros sintomas anormais.",,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b66,llama3.2:3b,mq_reescrita,mudança na consistência das fezes em cães causas possíveis de mudança na consistência das fezes em cães diagnóstico diferencial para mudança na consistência das fezes em cães,,comendo e correndo normal,,0,0,0,mantida,ok,gemini-3.1-flash-lite
regua,b66,llama3.2:3b,hyde_reescrita,"""Quadro Clínico: Mudança na consistência das fezes (diarreia). O cão apresenta fezes mais moles do que o normal, sem sinais de sangramento, vômitos, diarreia crônica, perda de apetite ou outros sintomas anormais. Possíveis causas incluem: gastroenterite viral, parasitários (protozoários, helmintos), alterações na dieta, desidratação, infecções bacterianas. A conduta esperada inclui: avaliação completa do animal, coleta de amostras de fezes para exame microscópico e cultivo, avaliação da conduta alimentar e hidratacional, administração de medicamentos anti-diarréicos e anti-inflamatórios, monitoramento da evolução do quadro clínico.""",vômitos;diarreia crônica;perda de apetite;desidratação,comendo e correndo normal,diarreia;gastroenterite viral;parasitários;infecções bacterianas,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b66,llama3.2:3b,mq_relato,sintomas de diarreia aguda em cães possíveis causas de diarreia em cães tratamento de diarreia leve em cães,diarreia aguda,comendo e correndo normal,diarreia aguda,0,0,1,mantida,ok,gemini-3.1-flash-lite
regua,b66,llama3.2:3b,hyde_relato,"""Quadro Clínico: Alteração na Consistência das Fezes - Cão Adulto. O animal apresenta fezes mais moles do que o normal, mas mantém-se em boa saúde, com apetite e atividade física normais, sem sinais de sangramento. Possíveis causas incluem mudanças no padrão alimentar, alterações no equilíbrio hormonal ou problemas gastrointestinais leves. A conduta esperada é monitorar a evolução do quadro, mantendo o padrão alimentar e de exercícios, e realizar exames de fezes e sangue para avaliar a presença de parasitas ou doenças gastrointestinais. A observação contínua e a comunicação com o proprietário são fundamentais para identificar possíveis complicações e ajustar o tratamento conforme necessário.""",,,,0,0,1,mantida,ok,gemini-3.1-flash-lite
dev,p19,gemini-3.5-flash-lite,reescrita,"cão com histórico de ingestão de chocolate há uma hora, apresentando tremor e taquicardia",taquicardia,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
dev,p19,gemini-3.5-flash-lite,mq_reescrita,sintomas de intoxicação por teobromina em cães dose tóxica de chocolate em cães protocolo de indução de vômito em cães intoxicados por chocolate,,tremor;coração disparado,intoxicação por teobromina,0,0,1,mantida,ok,gemini-3.1-flash-lite
dev,p19,gemini-3.5-flash-lite,hyde_reescrita,"Paciente canino apresentando quadro agudo de intoxicação exógena por teobromina e cafeína decorrente da ingestão recente de chocolate, manifestando-se com sinais clínicos de neurotoxicidade (tremores musculares) e hiperestimulação adrenérgica (taquicardia). A conduta clínica imediata preconizada inclui a indução de êmese se o paciente estiver alerta e o tempo de ingestão for inferior a duas horas, administração precoce de carvão ativado seriado para adsorção de toxinas, fluidoterapia intravenosa agressiva para suporte hemodinâmico e promoção de diurese, além de monitoração eletrocardiográfica contínua e terapia anticonvulsivante sintomática com benzodiazepínicos, caso necessário.",,,intoxicação exógena por teobromina e cafeína;neurotoxicidade;hiperestimulação adrenérgica,1,1,1,mantida,ok,gemini-3.1-flash-lite
dev,p20,gemini-3.5-flash-lite,reescrita,"gato com histórico de ingestão de cebola, apresentando letargia, inapetência para deambulação e palidez de mucosas gengivais",inapetência,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
dev,p20,gemini-3.5-flash-lite,mq_reescrita,sintomas clínicos de intoxicação por cebola em gatos anemia hemolítica por ingestão de allium em felinos tratamento de emergência para intoxicação por cebola em gatos,,caído;sem vontade de andar;gengiva branca,intoxicação por cebola;anemia hemolítica por ingestão de allium,1,1,1,mantida,ok,gemini-3.1-flash-lite
dev,p20,gemini-3.5-flash-lite,hyde_reescrita,"Paciente felino apresentando quadro clínico de anemia hemolítica secundária à intoxicação por *Allium cepa* (cebola), caracterizado por letargia, inapetência, paresia e palidez de mucosas decorrentes da formação de corpúsculos de Heinz e hemólise intravascular; a conduta imediata requer suporte hemodinâmico, fluidoterapia intravenosa, oxigenoterapia suplementar, monitoramento hematológico rigoroso e, em casos graves, transfusão sanguínea, sendo terminantemente contraindicado o uso de agentes oxidantes adicionais.",paresia;formação de corpúsculos de Heinz;hemólise intravascular,caído,anemia hemolítica;intoxicação por Allium cepa,1,1,1,mantida,ok,gemini-3.1-flash-lite
dev,p21,gemini-3.5-flash-lite,reescrita,gato apresentando respiração oral e taquipneia,taquipneia,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
dev,p21,gemini-3.5-flash-lite,mq_reescrita,sinais clínicos de insuficiência respiratória em felinos diagnóstico diferencial para taquipneia e respiração oral em gatos manejo de emergência para dispneia e taquipneia felina,,peito sobe e desce rápido,insuficiência respiratória;dispneia,1,1,1,mantida,ok,gemini-3.1-flash-lite
dev,p21,gemini-3.5-flash-lite,hyde_reescrita,"Paciente felino apresentando padrão respiratório caracterizado por taquipneia e respiração oral (boca aberta), sugerindo quadro de dispneia aguda de etiologia a esclarecer, com principais diferenciais incluindo insuficiência cardíaca congestiva (edema pulmonar cardiogênico), afecções do trato respiratório inferior (asma felina, bronquite crônica ou pneumonia), efusão pleural (piotórax, quilotórax ou efusão neoplásica) ou trauma torácico; a conduta imediata requer minimização do estresse com restrição de manipulação, instituição de oxigenoterapia suplementar sob fluxo livre, acesso venoso periférico cauteloso, realização de exames complementares de imagem (radiografia torácica ortostática) e ecocardiografia tão logo o paciente esteja estabilizado, além de suporte farmacológico com diuréticos ou broncodilatadores conforme a suspeita clínica primária.",taquipneia,,dispneia aguda;insuficiência cardíaca congestiva;edema pulmonar cardiogênico;asma felina;bronquite crônica;pneumonia;efusão pleural;piotórax;quilotórax;efusão neoplásica;trauma torácico,1,1,1,mantida,ok,gemini-3.1-flash-lite
dev,p22,gemini-3.5-flash-lite,reescrita,"cão apresentando episódio súbito de decúbito lateral com movimentos espasmódicos em membros, sialorréia e incontinência urinária, com primeiro episódio relatado",sialorréia,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
dev,p22,gemini-3.5-flash-lite,mq_reescrita,manifestações clínicas de crise convulsiva generalizada em cães diagnóstico diferencial para episódio tônico-clônico agudo em caninos maneira de proceder no primeiro atendimento de cão com convulsão súbita,,babou bastante;fez xixi,crise convulsiva generalizada;episódio tônico-clônico,0,0,1,mantida,ok,gemini-3.1-flash-lite
dev,p22,gemini-3.5-flash-lite,hyde_reescrita,"Paciente canino apresentado com episódio paroxístico agudo caracterizado por decúbito lateral associado a atividade tônico-clônica generalizada, sialorreia e perda do controle esfincteriano (incontinência urinária), compatível com crise convulsiva tônico-clônica generalizada primária ou secundária (status epilepticus isolado inicial), cujas etiologias diferenciais incluem intoxicações exógenas, distúrbios metabólicos agudos, meningoencefalites ou epilepsia idiopática de início tardio, sendo a conduta imediata baseada na avaliação dos parâmetros vitais, acesso venoso para administração de terapia anticonvulsivante de emergência (benzodiazepínicos) caso a atividade seja prolongada, coleta de exames laboratoriais complementares para investigação sistêmica e instituição de monitoramento neurológico contínuo.",sialorreia;atividade tônico-clônica generalizada;status epilepticus,,crise convulsiva tônico-clônica generalizada;intoxicações exógenas;distúrbios metabólicos agudos;meningoencefalites;epilepsia idiopática,1,1,1,mantida,ok,gemini-3.1-flash-lite
dev,p23,gemini-3.5-flash-lite,reescrita,"cão com histórico de atropelamento por motocicleta, apresentando ferimento lacerante extenso em membro com hemorragia ativa refratária à compressão direta",,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
dev,p23,gemini-3.5-flash-lite,mq_reescrita,sinais clínicos e gravidade de politrauma por atropelamento em cães manejo de hemorragia ativa refratária em feridas lacerantes veterinárias protocolo cirúrgico para laceração extensa de membro em cães politraumatizados,,corte na pata,politrauma,1,0,1,mantida,ok,gemini-3.1-flash-lite
dev,p23,gemini-3.5-flash-lite,hyde_reescrita,"Paciente canino hígido apresentando ferimento lacerante extenso em membro secundário a trauma automobilístico (atropelamento), manifestando hemorragia arterial ativa refratária à compressão direta; o quadro demanda intervenção imediata visando ao controle hemodinâmico por meio da aplicação de torniquete provisório proximal, instituição de fluidoterapia agressiva para reposição volêmica, tricotomia e lavagem antisséptica rigorosa da ferida, seguida de exploração cirúrgica para hemostasia definitiva por ligadura vascular, desbridamento tecidual e síntese por planos ou cicatrização por segunda intenção, associada à analgesia multimodal e antibióticoterapia profilática de largo espectro.",hemorragia arterial,,,1,1,1,mantida,ok,gemini-3.1-flash-lite
dev,p24,gemini-3.5-flash-lite,reescrita,"cão apresentando estrangúria, polaciúria, disúria e vocalização associada à tentativa de micção",estrangúria;polaciúria;disúria,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
dev,p24,gemini-3.5-flash-lite,mq_reescrita,sinais clínicos de obstrução uretral em cães protocolo diagnóstico para cistite e urolitíase canina manejo terapêutico da dor e inflamação no trato urinário inferior de cães,,gemendo,obstrução uretral;cistite;urolitíase,0,0,1,mantida,ok,gemini-3.1-flash-lite
dev,p24,gemini-3.5-flash-lite,hyde_reescrita,"Paciente canino apresenta quadro clínico compatível com síndrome do trato urinário inferior (STUI), caracterizado por estrangúria, polaciúria, disúria e vocalização perimiccional, etiologicamente associado a urolitíase, cistite idiopática, infecção do trato urinário (ITU) ou neoplasia vesical, devendo a conduta clínica incluir sondagem uretral para desobstrução quando aplicável, exames de imagem (ultrassonografia e radiografia abdominal), urinálise com cultura e antibiograma, além de terapia de suporte com antiespasmódicos, analgésicos e antibioticoterapia empírica ou direcionada.",estrangúria;polaciúria;disúria,,síndrome do trato urinário inferior;urolitíase;cistite idiopática;infecção do trato urinário;neoplasia vesical,0,0,1,mantida,ok,gemini-3.1-flash-lite
dev,p25,gemini-3.5-flash-lite,reescrita,"felino apresentando episódios repetidos de vômito, diarreia com hematoquezia, letargia e hiporexia/anorexia",hematoquezia;hiporexia,,,0,0,0,mantida,ok,gemini-3.1-flash-lite
dev,p25,gemini-3.5-flash-lite,mq_reescrita,sintomas gastrointestinais em felinos com vômito e diarreia com hematoquezia diagnóstico diferencial para letargia e anorexia em gatos com enterite conduta terapêutica para hematoquezia e desidratação em felinos,hematoquezia;desidratação,vomitou seis vezes,enterite,0,0,1,mantida,ok,gemini-3.1-flash-lite
