condicao,lote,atendente,id,esperado,previsto,justificativa
ctxarq_bgecl_leitura_mapa_top3,indep2,qwen3-8b,j54,NAO_EMERGENCIA,NAO_EMERGENCIA,O caroco cresce devagar e não causa desconforto ao animal.
ctxarq_bgecl_leitura_mapa_top3,indep2,qwen3-8b,j55,NAO_EMERGENCIA,NAO_EMERGENCIA,"O relato indica xixi fora do lugar, mas sem sinais de dor ou obstrução."
ctxarq_bgecl_leitura_mapa_top3,indep2,qwen3-8b,j56,NAO_EMERGENCIA,NAO_EMERGENCIA,"O relato descreve ofegação após atividade, sem sinais de alerta graves."
ctxarq_bgecl_leitura_mapa_top3,indep2,qwen3-8b,j57,NAO_EMERGENCIA,NAO_EMERGENCIA,"O relato descreve manca leve e dor, que podem aguardar avaliação veterinária."
ctxarq_bgecl_leitura_mapa_top3,indep2,qwen3-8b,j58,NAO_EMERGENCIA,NAO_EMERGENCIA,Tosse seca leve com atividade normal não indica emergência imediata.
ctxarq_bgecl_leitura_mapa_top3,indep2,qwen3-8b,j59,NAO_EMERGENCIA,EMERGENCIA,"O olho está fechado e há remela, indicando possivelmente lesão ocular grave."
ctxarq_bgecl_leitura_mapa_top3,indep2,qwen3-8b,j60,NAO_EMERGENCIA,NAO_EMERGENCIA,"Não há sinais de alerta, pode aguardar consulta de rotina."
ctxarq_bgecl_leitura_mapa_top3,indep2,qwen3-8b,j61,NAO_EMERGENCIA,NAO_EMERGENCIA,"Sinais indicam espirro e coriza leves, que podem aguardar consulta."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i01,EMERGENCIA,EMERGENCIA,Sinais de envenenamento por sapo exigem atendimento imediato.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i02,EMERGENCIA,EMERGENCIA,Sinais de dor e possível infecção urinária exigem atendimento imediato.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i03,EMERGENCIA,EMERGENCIA,"O olho saltado e inchado indica proptose, que requer atendimento imediato."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i04,EMERGENCIA,EMERGENCIA,Intoxicação por uva passa requer atendimento imediato devido ao risco de hipoglicemia.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i05,EMERGENCIA,NAO_EMERGENCIA,Sinais leves e não indicam risco imediato à vida.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i06,EMERGENCIA,EMERGENCIA,"A cadela está tentando parir há 6 horas sem sair filhote, indicando distocia."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i07,EMERGENCIA,NAO_EMERGENCIA,"Sinais sugerem tontura e nistagmo, que podem ser leves e transitórios."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i08,EMERGENCIA,EMERGENCIA,Sinais de queimadura e dificuldade respiratória indicam risco imediato.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i09,EMERGENCIA,EMERGENCIA,"Gengiva branca indica possível choque ou anemia grave, que requer atendimento imediato."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i10,EMERGENCIA,EMERGENCIA,Sinais de colapso e gengiva palida indicam emergência.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i11,EMERGENCIA,EMERGENCIA,Intoxicação por medicamento humano pode causar danos graves.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i12,EMERGENCIA,EMERGENCIA,Sinais de dificuldade respiratória e possível obstrução da via aérea exigem atendimento imediato.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i13,EMERGENCIA,EMERGENCIA,Sangramento nasal pode indicar intoxicação por raticida anticoagulante.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i14,EMERGENCIA,EMERGENCIA,Sinais de dor e obstrução urinária indicam emergência.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i15,EMERGENCIA,EMERGENCIA,Intoxicação por lirio pode causar insuficiência renal fatal.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i16,EMERGENCIA,EMERGENCIA,Dificuldade respiratória e comportamento anormal exigem atendimento imediato.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i17,EMERGENCIA,NAO_EMERGENCIA,Sinais leves que podem aguardar avaliação clínica.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i18,EMERGENCIA,EMERGENCIA,Convulsões e tremores indicam emergência imediata.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i19,EMERGENCIA,EMERGENCIA,"Vomito, diarreia com sangue e letargia indicam risco imediato."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i20,EMERGENCIA,EMERGENCIA,"Sinais indicam dilatação e torção gastrica, que é uma emergência."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i21,EMERGENCIA,EMERGENCIA,Gengiva branca e preguiça podem indicar intoxicação por alho ou cebola.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i22,EMERGENCIA,EMERGENCIA,Sinais de golpe de calor e colapso exigem atendimento imediato.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i23,EMERGENCIA,EMERGENCIA,Gengiva pálida e desanimamento indicam possível choque ou anemia.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i24,EMERGENCIA,EMERGENCIA,Sinais de tremor e inconsciência indicam risco imediato.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i25,EMERGENCIA,EMERGENCIA,Tremores e convulsão indicam possível intoxicação por veneno.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i26,EMERGENCIA,EMERGENCIA,Sinais de paralisia aguda e sofrimento indicam emergência.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i27,EMERGENCIA,EMERGENCIA,A respiração ofegante e a boca aberta indicam possível lesão interna.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i28,EMERGENCIA,EMERGENCIA,Paralisia aguda das patas traseiras e geladez são sinais de emergência.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i29,EMERGENCIA,EMERGENCIA,Inchaco facial e dificuldade respiratória indicam reação alérgica grave.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i30,EMERGENCIA,EMERGENCIA,Vomito intenso e sinais de sofrimento indicam risco imediato.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i31,EMERGENCIA,NAO_EMERGENCIA,O relato descreve tremores leves e sem sinais de emergência.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i32,EMERGENCIA,EMERGENCIA,Inchaco e dificuldade de movimento indicam risco imediato.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i33,EMERGENCIA,EMERGENCIA,"Sangramento nas fezes indica emergência, precisa de atendimento imediato."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i34,EMERGENCIA,EMERGENCIA,Sinais de dificuldade respiratória exigem atendimento imediato.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i35,EMERGENCIA,EMERGENCIA,O relato descreve sinais de convulsao que exigem atendimento imediato.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i36,EMERGENCIA,EMERGENCIA,Sinais de risco indicam necessidade de atendimento imediato.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i37,EMERGENCIA,EMERGENCIA,"Tremores e rigidez em cadela amamentando indicam eclampsia puerperal, emergência obstétrica."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i38,EMERGENCIA,EMERGENCIA,O relato indica intoxicação por chocolate com sinais de emergência.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i39,NAO_EMERGENCIA,NAO_EMERGENCIA,A ferida não apresenta sinais de infecção ou sofrimento intenso.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i40,NAO_EMERGENCIA,EMERGENCIA,Mordida por morcego exige atenção imediata por risco de raiva.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i41,NAO_EMERGENCIA,NAO_EMERGENCIA,"Sinais indicam otite, mas não há sinais de emergência."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i42,NAO_EMERGENCIA,NAO_EMERGENCIA,Redução de apetite sem outros sinais e comportamento normal.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i43,NAO_EMERGENCIA,NAO_EMERGENCIA,"Sinais indicam preocupação, mas não indicam risco imediato à vida."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i44,NAO_EMERGENCIA,NAO_EMERGENCIA,"O animal está ativo e comendo normal, indicando quadro leve."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i45,NAO_EMERGENCIA,NAO_EMERGENCIA,"Sinais indicam conjuntivite leve, não emergência."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i46,NAO_EMERGENCIA,NAO_EMERGENCIA,"Tremores leves sem sinais de alerta, animal bem disposto."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i47,NAO_EMERGENCIA,EMERGENCIA,Sinais de dor e dificuldade para levantar podem indicar emergência.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i48,NAO_EMERGENCIA,NAO_EMERGENCIA,Aumento da ingestão de água e urina pode ser sinal de condições não urgentes.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i49,NAO_EMERGENCIA,NAO_EMERGENCIA,"A coceira intensa e a vermelhidão podem ser sinais de dermatite alergica, que não é emergência."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i50,NAO_EMERGENCIA,NAO_EMERGENCIA,Sinais são leves e não indicam risco imediato à vida.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i51,NAO_EMERGENCIA,NAO_EMERGENCIA,"O relato indica mancada leve, sem sinais de dor ou lesão grave."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i52,NAO_EMERGENCIA,NAO_EMERGENCIA,"O relato indica ofegação após exercício, que pode ser normal em cães."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i53,NAO_EMERGENCIA,NAO_EMERGENCIA,O caroco é lento e não há sinais de emergência.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i54,NAO_EMERGENCIA,NAO_EMERGENCIA,Carrapatos sem sinais clínicos não exigem atendimento imediato.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i55,NAO_EMERGENCIA,INCERTO,"Relato genérico de comportamento anormal, mas não há sinais específicos de emergência."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i56,NAO_EMERGENCIA,NAO_EMERGENCIA,"Sinais indicam xixi fora do lugar, mas sem dor ou dificuldade para urinar."
ctxarq_bge_fichas_top3,indep,qwen3-8b,i57,NAO_EMERGENCIA,NAO_EMERGENCIA,Sangramento leve e sem sinais de sofrimento intenso.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i58,NAO_EMERGENCIA,NAO_EMERGENCIA,O animal está normal e sem sinais de intoxicação.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i59,NAO_EMERGENCIA,EMERGENCIA,Sangramento intenso e agitaçāo indicam risco de vida.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i60,NAO_EMERGENCIA,EMERGENCIA,Tosse com suspeita de obstrução de via aerea requer atendimento imediato.
ctxarq_bge_fichas_top3,indep,qwen3-8b,i61,NAO_EMERGENCIA,NAO_EMERGENCIA,"Sinais indicam preocupação, mas não indicam risco imediato à vida."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j01,EMERGENCIA,EMERGENCIA,Sinais de desidratação e ofegação indicam risco imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j02,EMERGENCIA,EMERGENCIA,Sinais de vomito com sangue e prostração indicam risco imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j03,EMERGENCIA,EMERGENCIA,Babando e movimento normal indicam intoxicação por chumbinho ou inseticida.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j04,EMERGENCIA,EMERGENCIA,Sinais de convulsão e tremor indicam intoxicação grave.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j05,EMERGENCIA,EMERGENCIA,Vomito de fio e recusa de alimentar indicam risco imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j06,EMERGENCIA,EMERGENCIA,Sinais de gengiva branca e fraqueza indicam emergência.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j07,EMERGENCIA,NAO_EMERGENCIA,"O inchaco local é leve e o animal está ativo, sem sinais de alerta."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j08,EMERGENCIA,EMERGENCIA,Sinais indicam lesão ocular grave que pode comprometer o olho.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j09,EMERGENCIA,EMERGENCIA,Filhote molinho e inativo pode indicar risco de vida.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j10,EMERGENCIA,EMERGENCIA,Sinais de dor intensa e obstrução urinária exigem atendimento imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j11,EMERGENCIA,EMERGENCIA,"Intoxicação por lirio pode causar insuficiência renal fatal, mesmo com pouca ingestão."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j12,EMERGENCIA,EMERGENCIA,"Sinais de prostracao, ictericia e urina marrom indicam possivel insuficiencia renal ou hepatica."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j13,EMERGENCIA,EMERGENCIA,Sinais de paralisia aguda nas patas traseiras exigem atendimento imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j14,EMERGENCIA,EMERGENCIA,Sangramento intenso e respiração anormal indicam risco imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j15,EMERGENCIA,EMERGENCIA,Mordida por fio e sinais de queimadura exigem atendimento imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j16,EMERGENCIA,EMERGENCIA,"Sinais de vomito persistente, diarreia e prostração indicam risco imediato."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j17,EMERGENCIA,EMERGENCIA,O relato descreve sinais de convulsao que exigem atendimento imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j18,EMERGENCIA,EMERGENCIA,"Espasmos, babar e perda de controle do corpo indicam emergência."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j19,EMERGENCIA,EMERGENCIA,Sinais de reacao alergica grave com risco de via aerea
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j20,EMERGENCIA,EMERGENCIA,O relato indica parto dificil com risco à vida da mãe e filhotes.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j21,EMERGENCIA,EMERGENCIA,"O relato menciona espuma grossa, que pode indicar envenenamento por sapo."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j22,EMERGENCIA,EMERGENCIA,Sinais de convulsão e tremor indicam intoxicação grave e necessitam de atendimento imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j23,EMERGENCIA,EMERGENCIA,"Sinais indicam possivel eclampsia puerperal, emergencia obstetrica."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j24,EMERGENCIA,EMERGENCIA,Paralisia aguda das patas traseiras pode indicar emergência.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j25,EMERGENCIA,EMERGENCIA,Gengiva branca e comportamento fraco indicam possível choque ou anemia.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j26,EMERGENCIA,EMERGENCIA,Sinais de risco indicam necessidade de atendimento imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j27,EMERGENCIA,EMERGENCIA,O chocolate meio amargo é tóxico e pode causar intoxicação grave.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j28,EMERGENCIA,EMERGENCIA,Vomito intenso e ausencia de xixi indicam risco imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j29,EMERGENCIA,EMERGENCIA,"Dificuldade respiratória pode ser confundida com susto, mas precisa ser avaliada com urgência."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j30,EMERGENCIA,EMERGENCIA,Sinais de dificuldade respiratória e oxigenação insuficiente exigem atendimento imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j31,EMERGENCIA,EMERGENCIA,Sangramento nas fezes pode indicar intoxicação por raticida anticoagulante.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j32,EMERGENCIA,INCERTO,"Sinais podem indicar problema neurológico, mas não há informações suficientes para confirmar emergência."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j33,EMERGENCIA,NAO_EMERGENCIA,"O relato não menciona sinais de emergência, apenas secreção branca e quietude."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j34,EMERGENCIA,EMERGENCIA,Sinais de dificuldade respiratória exigem atendimento imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j35,EMERGENCIA,EMERGENCIA,Sinais de golpe de calor exigem atendimento imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j36,EMERGENCIA,EMERGENCIA,Queda de altura e paralisia aguda das patas traseiras indicam risco imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j37,EMERGENCIA,EMERGENCIA,Sinais de distensão abdominal e vômito ineficaz indicam risco imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j38,EMERGENCIA,EMERGENCIA,Sinais de dificuldade respiratória e corpos estranhos podem indicar emergência.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j39,NAO_EMERGENCIA,EMERGENCIA,"Coma de chocolate pode causar intoxicação grave, mesmo sem sinais imediatos."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j40,NAO_EMERGENCIA,NAO_EMERGENCIA,"O parto está normal, com sinais de tranquilidade e cuidado da mãe."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j41,NAO_EMERGENCIA,NAO_EMERGENCIA,O tremor não está associado a sinais de emergência descritos.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j42,NAO_EMERGENCIA,NAO_EMERGENCIA,"O animal continua ativo e comendo, sem sinais de alerta."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j43,NAO_EMERGENCIA,NAO_EMERGENCIA,A ferida é superficial e não apresenta sinais de gravidade.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j44,NAO_EMERGENCIA,NAO_EMERGENCIA,Os sinais relatados são leves e não indicam risco imediato à vida.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j45,NAO_EMERGENCIA,NAO_EMERGENCIA,Falta de apetite sem outros sinais graves e comportamento normal.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j46,NAO_EMERGENCIA,NAO_EMERGENCIA,Sinais são leves e não indicam risco imediato à vida.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j47,NAO_EMERGENCIA,EMERGENCIA,Inchaço facial rápido pode indicar reação alérgica grave.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j48,NAO_EMERGENCIA,NAO_EMERGENCIA,Sinais descritos são compatíveis com cio normal e não indicam risco imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j49,NAO_EMERGENCIA,NAO_EMERGENCIA,A ferida não apresenta sinais de infecção ou sofrimento imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j50,NAO_EMERGENCIA,NAO_EMERGENCIA,Sinais são leves e não indicam risco imediato à vida.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j51,NAO_EMERGENCIA,NAO_EMERGENCIA,"A situação não apresenta sinais de emergência imediata, mas requer atenção médica."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j52,NAO_EMERGENCIA,NAO_EMERGENCIA,Os sinais relatados são leves e não indicam risco imediato à vida.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j53,NAO_EMERGENCIA,NAO_EMERGENCIA,"Sinais indicam desconforto, mas não indicam risco imediato à vida."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j54,NAO_EMERGENCIA,NAO_EMERGENCIA,O caroco cresce devagar e não causa desconforto ao animal.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j55,NAO_EMERGENCIA,NAO_EMERGENCIA,"O relato indica comportamento de xixi fora do lugar, mas sem sinais de dor ou obstrução."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j56,NAO_EMERGENCIA,NAO_EMERGENCIA,Sinais leves e sem indicação de risco imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j57,NAO_EMERGENCIA,NAO_EMERGENCIA,"O relato descreve manca leve e dor, que podem aguardar avaliação veterinária."
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j58,NAO_EMERGENCIA,NAO_EMERGENCIA,Tosse seca leve com atividade normal não indica emergência imediata.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j59,NAO_EMERGENCIA,EMERGENCIA,O olho fechado e a remela indicam possivel lesão ocular.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j60,NAO_EMERGENCIA,NAO_EMERGENCIA,Carrapatos sem sinais clínicos não exigem atendimento imediato.
ctxarq_bge_fichas_top3,indep2,qwen3-8b,j61,NAO_EMERGENCIA,NAO_EMERGENCIA,Sinais são leves e não indicam risco imediato à vida.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i01,EMERGENCIA,EMERGENCIA,Sinais de envenenamento por sapo indicam risco imediato à vida.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i02,EMERGENCIA,EMERGENCIA,Sinais de dor e possível infecção grave exigem atendimento imediato.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i03,EMERGENCIA,EMERGENCIA,"O olho saltou para fora e está inchado, indicando risco imediato ao olho."
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i04,EMERGENCIA,EMERGENCIA,Uva-passa pode causar intoxicação grave e necessita de atendimento imediato.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i05,EMERGENCIA,NAO_EMERGENCIA,Os sinais relatados são leves e não indicam risco imediato.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i06,EMERGENCIA,EMERGENCIA,Força forte sem sair filhote por mais de 30 minutos indica parto difícil.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i07,EMERGENCIA,NAO_EMERGENCIA,Sinais leves e possivelmente relacionados a brincadeira.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i08,EMERGENCIA,EMERGENCIA,Choque elétrico e dificuldade respiratória indicam risco imediato.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i09,EMERGENCIA,EMERGENCIA,Gengiva branca e fraqueza súbita indicam possível choque ou anemia.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i10,EMERGENCIA,EMERGENCIA,Desmaio e gengiva pálida indicam emergência imediata.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i11,EMERGENCIA,EMERGENCIA,Intoxicação por medicamento humano pode causar tremores e debilidade graves.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i12,EMERGENCIA,EMERGENCIA,Sinais de engasgo e dificuldade respiratória indicam risco imediato.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i13,EMERGENCIA,NAO_EMERGENCIA,Sinais leves e não indicam risco imediato à vida.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i14,EMERGENCIA,EMERGENCIA,Sinais de dor e obstrução uretral exigem atendimento imediato.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i15,EMERGENCIA,EMERGENCIA,Vomito e incapacidade de levantar indicam intoxicação grave por lírio.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i16,EMERGENCIA,EMERGENCIA,Sinais de dificuldade respiratória exigem atendimento imediato.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i17,EMERGENCIA,EMERGENCIA,Sinais de cetoacidose diabética exigem atendimento imediato.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i18,EMERGENCIA,EMERGENCIA,Convulsão e tremores indicam risco imediato à vida do animal.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i19,EMERGENCIA,EMERGENCIA,"Sinais de alerta indicam risco de emergência, como sangue nas fezes e comportamento anormal."
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i20,EMERGENCIA,EMERGENCIA,"Sinais indicam possível torção gástrica, que é uma emergência."
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i21,EMERGENCIA,EMERGENCIA,Gengiva branca e preguiça súbita podem indicar choque ou anemia.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i22,EMERGENCIA,EMERGENCIA,Sinais de intermação indicam risco à vida e exigem atendimento imediato.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i23,EMERGENCIA,EMERGENCIA,Gengiva pálida e desânimo são sinais de alerta para emergência.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i24,EMERGENCIA,EMERGENCIA,Sinais de hipoglicemia grave exigem atendimento imediato.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i25,EMERGENCIA,EMERGENCIA,Convulsão rápida pode indicar intoxicação ou problema grave.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i26,EMERGENCIA,EMERGENCIA,Paralisia aguda das patas traseiras com sofrimento intenso
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i27,EMERGENCIA,EMERGENCIA,Respiração com boca aberta pode indicar dificuldade respiratória grave.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i28,EMERGENCIA,EMERGENCIA,Sinais de paralisia súbita e geladez nas patas indicam emergência.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i29,EMERGENCIA,EMERGENCIA,Inchaço facial e dificuldade respiratória indicam reação alérgica grave.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i30,EMERGENCIA,EMERGENCIA,Vômito intenso e desidratação exigem atendimento imediato.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i31,EMERGENCIA,NAO_EMERGENCIA,Tremor leve e não há sinais de alerta que indiquem risco imediato.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i32,EMERGENCIA,EMERGENCIA,Inchaço intenso e dificuldade de levantar indicam risco imediato.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i33,EMERGENCIA,EMERGENCIA,Sangue no cocô e quietude indicam risco imediato.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i34,EMERGENCIA,EMERGENCIA,Sinais de dificuldade respiratória e língua roxa indicam risco imediato.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i35,EMERGENCIA,EMERGENCIA,"Caiu, tremer e babar são sinais de convulsão, que requerem atendimento imediato."
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i36,EMERGENCIA,EMERGENCIA,"Filhote não mama, está gelado e sem reação, sinais de emergência"
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i37,EMERGENCIA,NAO_EMERGENCIA,Sinais descritos são leves e não indicam risco imediato à vida.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i38,EMERGENCIA,EMERGENCIA,Sinais de intoxicação por chocolate indicam risco à vida.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i39,NAO_EMERGENCIA,NAO_EMERGENCIA,"A briga foi há poucas horas e a ferida é superficial, sem sinais de infecção ou dor intensa."
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i40,NAO_EMERGENCIA,NAO_EMERGENCIA,O relato não menciona sinais de alerta ou risco imediato à vida.
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i41,NAO_EMERGENCIA,NAO_EMERGENCIA,"Sinais indicam otite externa leve, que não é emergência."
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i42,NAO_EMERGENCIA,NAO_EMERGENCIA,"Mimi está comendo menos, mas ainda brincando e usando a areia normalmente."
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i43,NAO_EMERGENCIA,NAO_EMERGENCIA,"Sinais indicam problema de boca, mas não há sinais de emergência."
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i44,NAO_EMERGENCIA,NAO_EMERGENCIA,"O animal está ativo, comendo e brincando, sem sinais de alerta."
ctxarq_bge_fichascl_top3,indep,qwen3-8b,i45,NAO_EMERGENCIA,NAO_EMERGENCIA,"O relato descreve conjuntivite leve, sem sinais de emergência."
