condicao,lote,atendente,id,topico,tom,esperado,previsto,no_prompt,tempo_s
cue_calmo3_e5_fichas_top1,dev,llama3.2-3b,p31,human_medication_poisoning,controle_emergencia,EMERGENCIA,EMERGENCIA,human_medication_poisoning,1.44
cue_calmo3_e5_fichas_top1,dev,llama3.2-3b,p32,anaphylaxis_facial_swelling,par_confuso,EMERGENCIA,EMERGENCIA,anaphylaxis_facial_swelling,1.69
cue_calmo3_e5_fichas_top1,dev,llama3.2-3b,p33,congestive_heart_failure,par_confuso,EMERGENCIA,NAO_EMERGENCIA,gastric_dilatation_volvulus,1.62
cue_calmo3_e5_fichas_top1,dev,llama3.2-3b,p34,collapse_and_pale_gums,controle_emergencia,EMERGENCIA,NAO_EMERGENCIA,collapse_and_pale_gums,1.63
cue_calmo3_e5_fichas_top1,dev,llama3.2-3b,p35,parvovirus_panleukopenia,controle_emergencia,EMERGENCIA,EMERGENCIA,parvovirus_panleukopenia,1.66
cue_calmo3_e5_fichas_top1,dev,llama3.2-3b,p36,ocular_emergency,par_confuso,EMERGENCIA,NAO_EMERGENCIA,ocular_emergency,1.61
cue_calmo3_e5_fichas_top1,dev,llama3.2-3b,p37,permethrin_toxicosis_cats,controle_emergencia,EMERGENCIA,EMERGENCIA,permethrin_toxicosis_cats,1.62
cue_calmo3_e5_fichas_top1,dev,llama3.2-3b,p38,gastrointestinal_foreign_body,controle_emergencia,EMERGENCIA,EMERGENCIA,gastrointestinal_foreign_body,1.51
cue_calmo3_e5_fichas_top1,dev,llama3.2-3b,p39,airway_foreign_body_choking,controle_emergencia,EMERGENCIA,EMERGENCIA,dietary_indiscretion_mild,1.71
cue_calmo3_e5_fichas_top1,dev,llama3.2-3b,p40,dystocia,par_confuso,EMERGENCIA,EMERGENCIA,urethral_obstruction,1.72
cue_calmo3_e5_fichas_top1,dev,llama3.2-3b,p41,distemper_neurological,controle_emergencia,EMERGENCIA,EMERGENCIA,hypoglycemia_toy_puppy,1.72
cue_calmo3_e5_fichas_top1,dev,llama3.2-3b,p42,hypoglycemia_toy_puppy,controle_emergencia,EMERGENCIA,EMERGENCIA,fading_neonate,1.83
cue_calmo3_e5_fichas_top1,dev,llama3.2-3b,p43,eclampsia,controle_emergencia,EMERGENCIA,EMERGENCIA,pyometra,1.61
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p19,chocolate_toxicosis,controle_emergencia,EMERGENCIA,EMERGENCIA,chocolate_toxicosis,3.86
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p20,allium_toxicosis,par_confuso,EMERGENCIA,EMERGENCIA,allium_toxicosis,3.34
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p21,respiratory_distress,par_confuso,EMERGENCIA,EMERGENCIA,respiratory_distress,3.21
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p22,seizures,par_confuso,EMERGENCIA,EMERGENCIA,seizures,3.08
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p23,trauma_and_bleeding,par_confuso,EMERGENCIA,EMERGENCIA,minor_wound,3.46
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p24,urethral_obstruction,par_confuso,EMERGENCIA,EMERGENCIA,urethral_obstruction,2.99
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p25,vomiting_and_diarrhea,controle_emergencia,EMERGENCIA,EMERGENCIA,vomiting_and_diarrhea,3.81
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p26,canine_heatstroke,par_confuso,EMERGENCIA,EMERGENCIA,canine_heatstroke,3.09
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p27,gastric_dilatation_volvulus,calma_grave,EMERGENCIA,EMERGENCIA,gastric_dilatation_volvulus,3.81
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p28,fading_neonate,controle_emergencia,EMERGENCIA,EMERGENCIA,fading_neonate,3.57
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p29,acute_hindlimb_paralysis,par_confuso,EMERGENCIA,EMERGENCIA,osteoarthritis_stiffness,3.43
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p30,anticoagulant_rodenticide_poisoning,controle_emergencia,EMERGENCIA,EMERGENCIA,anticoagulant_rodenticide_poisoning,3.56
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p31,human_medication_poisoning,controle_emergencia,EMERGENCIA,EMERGENCIA,human_medication_poisoning,3.73
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p32,anaphylaxis_facial_swelling,par_confuso,EMERGENCIA,EMERGENCIA,anaphylaxis_facial_swelling,4.05
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p33,congestive_heart_failure,par_confuso,EMERGENCIA,NAO_EMERGENCIA,gastric_dilatation_volvulus,2.69
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p34,collapse_and_pale_gums,controle_emergencia,EMERGENCIA,EMERGENCIA,collapse_and_pale_gums,3.17
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p35,parvovirus_panleukopenia,controle_emergencia,EMERGENCIA,EMERGENCIA,parvovirus_panleukopenia,3.52
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p36,ocular_emergency,par_confuso,EMERGENCIA,EMERGENCIA,ocular_emergency,2.97
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p37,permethrin_toxicosis_cats,controle_emergencia,EMERGENCIA,EMERGENCIA,permethrin_toxicosis_cats,3.49
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p38,gastrointestinal_foreign_body,controle_emergencia,EMERGENCIA,EMERGENCIA,gastrointestinal_foreign_body,3.54
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p39,airway_foreign_body_choking,controle_emergencia,EMERGENCIA,EMERGENCIA,dietary_indiscretion_mild,4.13
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p40,dystocia,par_confuso,EMERGENCIA,EMERGENCIA,urethral_obstruction,3.28
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p41,distemper_neurological,controle_emergencia,EMERGENCIA,EMERGENCIA,hypoglycemia_toy_puppy,3.17
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p42,hypoglycemia_toy_puppy,controle_emergencia,EMERGENCIA,EMERGENCIA,fading_neonate,4.09
cue_calmo3_e5_fichas_top1,dev,qwen3-8b,p43,eclampsia,controle_emergencia,EMERGENCIA,EMERGENCIA,pyometra,4.42
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b01,chocolate_toxicosis,,EMERGENCIA,EMERGENCIA,chocolate_toxicosis,1.41
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b02,urethral_obstruction,,EMERGENCIA,EMERGENCIA,urethral_obstruction,1.63
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b03,respiratory_distress,,EMERGENCIA,EMERGENCIA,respiratory_distress,1.70
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b04,seizures,,EMERGENCIA,EMERGENCIA,seizures,1.50
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b06,trauma_and_bleeding,,EMERGENCIA,EMERGENCIA,trauma_and_bleeding,1.48
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b07,vomiting_and_diarrhea,,EMERGENCIA,NAO_EMERGENCIA,vomiting_and_diarrhea,1.55
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b08,allium_toxicosis,,EMERGENCIA,EMERGENCIA,allium_toxicosis,1.58
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b12,gastric_dilatation_volvulus,,EMERGENCIA,EMERGENCIA,gastric_dilatation_volvulus,1.82
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b13,trauma_and_bleeding,,EMERGENCIA,EMERGENCIA,trauma_and_bleeding,1.51
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b14,fading_neonate,,EMERGENCIA,EMERGENCIA,fading_neonate,1.66
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b15,urethral_obstruction,,EMERGENCIA,EMERGENCIA,urethral_obstruction,1.78
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b16,anaphylaxis_facial_swelling,,EMERGENCIA,NAO_EMERGENCIA,anaphylaxis_facial_swelling,1.37
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b17,acute_hindlimb_paralysis,,EMERGENCIA,EMERGENCIA,canine_heatstroke,1.81
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b19,human_medication_poisoning,,EMERGENCIA,EMERGENCIA,human_medication_poisoning,1.41
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b20,carbamate_organophosphate_poisoning,,EMERGENCIA,EMERGENCIA,carbamate_organophosphate_poisoning,1.91
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b21,permethrin_toxicosis_cats,,EMERGENCIA,EMERGENCIA,permethrin_toxicosis_cats,1.51
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b22,anticoagulant_rodenticide_poisoning,,EMERGENCIA,EMERGENCIA,anticoagulant_rodenticide_poisoning,1.49
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b23,parvovirus_panleukopenia,,EMERGENCIA,EMERGENCIA,vomiting_and_diarrhea,1.70
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b24,pyometra,,EMERGENCIA,EMERGENCIA,pyometra,1.59
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b27,collapse_and_pale_gums,,EMERGENCIA,EMERGENCIA,collapse_and_pale_gums,1.47
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b30,gastrointestinal_foreign_body,,EMERGENCIA,EMERGENCIA,gastric_dilatation_volvulus,1.54
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b32,congestive_heart_failure,,EMERGENCIA,EMERGENCIA,congestive_heart_failure,1.60
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b33,diabetic_ketoacidosis,,EMERGENCIA,EMERGENCIA,vomiting_and_diarrhea,1.74
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b34,distemper_neurological,,EMERGENCIA,NAO_EMERGENCIA,rabies_exposure_wild_animal_bite,1.65
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b35,dystocia,,EMERGENCIA,EMERGENCIA,dystocia,1.46
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b36,feline_aortic_thromboembolism,,EMERGENCIA,EMERGENCIA,acute_hindlimb_paralysis,1.66
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b37,leptospirosis_acute,,EMERGENCIA,EMERGENCIA,polyuria_polydipsia_investigate,1.86
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b38,lily_toxicosis_cats,,EMERGENCIA,EMERGENCIA,lily_toxicosis_cats,1.52
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b39,toad_bufotoxin_poisoning,,EMERGENCIA,EMERGENCIA,toad_bufotoxin_poisoning,1.88
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b42,collapse_and_pale_gums,,EMERGENCIA,NAO_EMERGENCIA,collapse_and_pale_gums,1.63
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b43,ocular_emergency,,EMERGENCIA,EMERGENCIA,mild_conjunctivitis,1.50
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b44,airway_foreign_body_choking,,EMERGENCIA,EMERGENCIA,respiratory_distress,1.76
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b45,snake_and_scorpion_envenomation,,EMERGENCIA,NAO_EMERGENCIA,rabies_exposure_wild_animal_bite,1.51
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b46,tick_borne_disease_anemia,,EMERGENCIA,NAO_EMERGENCIA,parvovirus_panleukopenia,1.53
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b47,hypoglycemia_toy_puppy,,EMERGENCIA,EMERGENCIA,single_vomiting_or_mild_diarrhea,1.61
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b48,vestibular_syndrome_otitis_interna,,EMERGENCIA,EMERGENCIA,dietary_indiscretion_mild,1.70
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b49,high_rise_syndrome_cats,,EMERGENCIA,NAO_EMERGENCIA,seizures,1.51
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b50,burns_and_electrical_injury,,EMERGENCIA,EMERGENCIA,burns_and_electrical_injury,1.50
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b51,eclampsia,,EMERGENCIA,NAO_EMERGENCIA,eclampsia,1.55
cue_calmo3_e5_fichas_top1,regua,llama3.2-3b,b52,grape_xylitol_toxicosis,,EMERGENCIA,EMERGENCIA,grape_xylitol_toxicosis,1.80
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b01,chocolate_toxicosis,,EMERGENCIA,EMERGENCIA,chocolate_toxicosis,3.22
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b02,urethral_obstruction,,EMERGENCIA,EMERGENCIA,urethral_obstruction,2.95
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b03,respiratory_distress,,EMERGENCIA,EMERGENCIA,respiratory_distress,3.42
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b04,seizures,,EMERGENCIA,EMERGENCIA,seizures,3.21
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b06,trauma_and_bleeding,,EMERGENCIA,EMERGENCIA,trauma_and_bleeding,3.11
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b07,vomiting_and_diarrhea,,EMERGENCIA,EMERGENCIA,vomiting_and_diarrhea,2.86
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b08,allium_toxicosis,,EMERGENCIA,EMERGENCIA,allium_toxicosis,3.72
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b12,gastric_dilatation_volvulus,,EMERGENCIA,EMERGENCIA,gastric_dilatation_volvulus,3.45
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b13,trauma_and_bleeding,,EMERGENCIA,EMERGENCIA,trauma_and_bleeding,3.20
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b14,fading_neonate,,EMERGENCIA,EMERGENCIA,fading_neonate,3.06
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b15,urethral_obstruction,,EMERGENCIA,EMERGENCIA,urethral_obstruction,3.40
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b16,anaphylaxis_facial_swelling,,EMERGENCIA,EMERGENCIA,anaphylaxis_facial_swelling,3.19
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b17,acute_hindlimb_paralysis,,EMERGENCIA,EMERGENCIA,canine_heatstroke,2.77
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b19,human_medication_poisoning,,EMERGENCIA,EMERGENCIA,human_medication_poisoning,3.28
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b20,carbamate_organophosphate_poisoning,,EMERGENCIA,EMERGENCIA,carbamate_organophosphate_poisoning,3.12
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b21,permethrin_toxicosis_cats,,EMERGENCIA,EMERGENCIA,permethrin_toxicosis_cats,3.07
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b22,anticoagulant_rodenticide_poisoning,,EMERGENCIA,EMERGENCIA,anticoagulant_rodenticide_poisoning,3.19
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b23,parvovirus_panleukopenia,,EMERGENCIA,EMERGENCIA,vomiting_and_diarrhea,3.66
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b24,pyometra,,EMERGENCIA,EMERGENCIA,pyometra,2.97
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b27,collapse_and_pale_gums,,EMERGENCIA,EMERGENCIA,collapse_and_pale_gums,2.95
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b30,gastrointestinal_foreign_body,,EMERGENCIA,EMERGENCIA,gastric_dilatation_volvulus,3.18
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b32,congestive_heart_failure,,EMERGENCIA,EMERGENCIA,congestive_heart_failure,3.39
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b33,diabetic_ketoacidosis,,EMERGENCIA,EMERGENCIA,vomiting_and_diarrhea,3.38
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b34,distemper_neurological,,EMERGENCIA,EMERGENCIA,rabies_exposure_wild_animal_bite,3.45
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b35,dystocia,,EMERGENCIA,EMERGENCIA,dystocia,2.84
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b36,feline_aortic_thromboembolism,,EMERGENCIA,EMERGENCIA,acute_hindlimb_paralysis,2.99
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b37,leptospirosis_acute,,EMERGENCIA,EMERGENCIA,polyuria_polydipsia_investigate,2.80
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b38,lily_toxicosis_cats,,EMERGENCIA,EMERGENCIA,lily_toxicosis_cats,3.17
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b39,toad_bufotoxin_poisoning,,EMERGENCIA,EMERGENCIA,toad_bufotoxin_poisoning,3.00
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b42,collapse_and_pale_gums,,EMERGENCIA,EMERGENCIA,collapse_and_pale_gums,2.87
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b43,ocular_emergency,,EMERGENCIA,EMERGENCIA,mild_conjunctivitis,2.96
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b44,airway_foreign_body_choking,,EMERGENCIA,EMERGENCIA,respiratory_distress,3.33
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b45,snake_and_scorpion_envenomation,,EMERGENCIA,EMERGENCIA,rabies_exposure_wild_animal_bite,2.67
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b46,tick_borne_disease_anemia,,EMERGENCIA,EMERGENCIA,parvovirus_panleukopenia,2.96
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b47,hypoglycemia_toy_puppy,,EMERGENCIA,EMERGENCIA,single_vomiting_or_mild_diarrhea,3.44
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b48,vestibular_syndrome_otitis_interna,,EMERGENCIA,EMERGENCIA,dietary_indiscretion_mild,3.31
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b49,high_rise_syndrome_cats,,EMERGENCIA,EMERGENCIA,seizures,2.97
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b50,burns_and_electrical_injury,,EMERGENCIA,EMERGENCIA,burns_and_electrical_injury,3.57
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b51,eclampsia,,EMERGENCIA,EMERGENCIA,eclampsia,3.29
cue_calmo3_e5_fichas_top1,regua,qwen3-8b,b52,grape_xylitol_toxicosis,,EMERGENCIA,EMERGENCIA,grape_xylitol_toxicosis,3.08
cue_calmo4,calib,llama3.2-3b,p01,carbamate_organophosphate_poisoning,controle_emergencia,EMERGENCIA,EMERGENCIA,,1.09
cue_calmo4,calib,llama3.2-3b,p03,vestibular_syndrome_otitis_interna,par_confuso,EMERGENCIA,EMERGENCIA,,1.23
cue_calmo4,calib,llama3.2-3b,p05,human_medication_poisoning,par_confuso,EMERGENCIA,NAO_EMERGENCIA,,1.36
cue_calmo4,calib,llama3.2-3b,p07,gastric_dilatation_volvulus,calma_grave,EMERGENCIA,NAO_EMERGENCIA,,1.41
cue_calmo4,calib,llama3.2-3b,p08,urethral_obstruction,par_confuso,EMERGENCIA,NAO_EMERGENCIA,,1.56
cue_calmo4,calib,llama3.2-3b,p10,pyometra,par_confuso,EMERGENCIA,EMERGENCIA,,1.23
cue_calmo4,calib,llama3.2-3b,p12,acute_hindlimb_paralysis,par_confuso,EMERGENCIA,EMERGENCIA,,1.22
cue_calmo4,calib,llama3.2-3b,p14,snake_and_scorpion_envenomation,fora_da_base,EMERGENCIA,EMERGENCIA,,1.11
cue_calmo4,calib,llama3.2-3b,p17,ocular_emergency,par_confuso,EMERGENCIA,EMERGENCIA,,1.28
cue_calmo4,calib,qwen3-8b,p01,carbamate_organophosphate_poisoning,controle_emergencia,EMERGENCIA,EMERGENCIA,,2.04
cue_calmo4,calib,qwen3-8b,p03,vestibular_syndrome_otitis_interna,par_confuso,EMERGENCIA,EMERGENCIA,,2.45
cue_calmo4,calib,qwen3-8b,p05,human_medication_poisoning,par_confuso,EMERGENCIA,EMERGENCIA,,2.46
cue_calmo4,calib,qwen3-8b,p07,gastric_dilatation_volvulus,calma_grave,EMERGENCIA,NAO_EMERGENCIA,,2.46
cue_calmo4,calib,qwen3-8b,p08,urethral_obstruction,par_confuso,EMERGENCIA,NAO_EMERGENCIA,,2.81
cue_calmo4,calib,qwen3-8b,p10,pyometra,par_confuso,EMERGENCIA,NAO_EMERGENCIA,,2.14
cue_calmo4,calib,qwen3-8b,p12,acute_hindlimb_paralysis,par_confuso,EMERGENCIA,EMERGENCIA,,2.65
cue_calmo4,calib,qwen3-8b,p14,snake_and_scorpion_envenomation,fora_da_base,EMERGENCIA,EMERGENCIA,,2.19
cue_calmo4,calib,qwen3-8b,p17,ocular_emergency,par_confuso,EMERGENCIA,EMERGENCIA,,2.58
cue_calmo4,dev,llama3.2-3b,p19,chocolate_toxicosis,controle_emergencia,EMERGENCIA,EMERGENCIA,,1.15
cue_calmo4,dev,llama3.2-3b,p20,allium_toxicosis,par_confuso,EMERGENCIA,NAO_EMERGENCIA,,1.08
cue_calmo4,dev,llama3.2-3b,p21,respiratory_distress,par_confuso,EMERGENCIA,EMERGENCIA,,1.10
cue_calmo4,dev,llama3.2-3b,p22,seizures,par_confuso,EMERGENCIA,NAO_EMERGENCIA,,1.39
cue_calmo4,dev,llama3.2-3b,p23,trauma_and_bleeding,par_confuso,EMERGENCIA,EMERGENCIA,,1.16
cue_calmo4,dev,llama3.2-3b,p24,urethral_obstruction,par_confuso,EMERGENCIA,EMERGENCIA,,1.21
cue_calmo4,dev,llama3.2-3b,p25,vomiting_and_diarrhea,controle_emergencia,EMERGENCIA,EMERGENCIA,,1.29
cue_calmo4,dev,llama3.2-3b,p26,canine_heatstroke,par_confuso,EMERGENCIA,EMERGENCIA,,1.12
cue_calmo4,dev,llama3.2-3b,p27,gastric_dilatation_volvulus,calma_grave,EMERGENCIA,NAO_EMERGENCIA,,1.36
cue_calmo4,dev,llama3.2-3b,p28,fading_neonate,controle_emergencia,EMERGENCIA,NAO_EMERGENCIA,,1.40
cue_calmo4,dev,llama3.2-3b,p29,acute_hindlimb_paralysis,par_confuso,EMERGENCIA,EMERGENCIA,,1.22
cue_calmo4,dev,llama3.2-3b,p30,anticoagulant_rodenticide_poisoning,controle_emergencia,EMERGENCIA,EMERGENCIA,,1.32
cue_calmo4,dev,llama3.2-3b,p31,human_medication_poisoning,controle_emergencia,EMERGENCIA,NAO_EMERGENCIA,,1.31
cue_calmo4,dev,llama3.2-3b,p32,anaphylaxis_facial_swelling,par_confuso,EMERGENCIA,EMERGENCIA,,1.23
cue_calmo4,dev,llama3.2-3b,p33,congestive_heart_failure,par_confuso,EMERGENCIA,NAO_EMERGENCIA,,1.14
cue_calmo4,dev,llama3.2-3b,p34,collapse_and_pale_gums,controle_emergencia,EMERGENCIA,NAO_EMERGENCIA,,1.40
cue_calmo4,dev,llama3.2-3b,p35,parvovirus_panleukopenia,controle_emergencia,EMERGENCIA,EMERGENCIA,,1.16
cue_calmo4,dev,llama3.2-3b,p36,ocular_emergency,par_confuso,EMERGENCIA,EMERGENCIA,,1.48
cue_calmo4,dev,llama3.2-3b,p37,permethrin_toxicosis_cats,controle_emergencia,EMERGENCIA,NAO_EMERGENCIA,,1.27
cue_calmo4,dev,llama3.2-3b,p38,gastrointestinal_foreign_body,controle_emergencia,EMERGENCIA,NAO_EMERGENCIA,,1.28
cue_calmo4,dev,llama3.2-3b,p39,airway_foreign_body_choking,controle_emergencia,EMERGENCIA,EMERGENCIA,,1.27
cue_calmo4,dev,llama3.2-3b,p40,dystocia,par_confuso,EMERGENCIA,EMERGENCIA,,1.34
cue_calmo4,dev,llama3.2-3b,p41,distemper_neurological,controle_emergencia,EMERGENCIA,EMERGENCIA,,1.28
cue_calmo4,dev,llama3.2-3b,p42,hypoglycemia_toy_puppy,controle_emergencia,EMERGENCIA,EMERGENCIA,,1.15
cue_calmo4,dev,llama3.2-3b,p43,eclampsia,controle_emergencia,EMERGENCIA,EMERGENCIA,,1.24
cue_calmo4,dev,qwen3-8b,p19,chocolate_toxicosis,controle_emergencia,EMERGENCIA,EMERGENCIA,,2.49
cue_calmo4,dev,qwen3-8b,p20,allium_toxicosis,par_confuso,EMERGENCIA,EMERGENCIA,,2.57
cue_calmo4,dev,qwen3-8b,p21,respiratory_distress,par_confuso,EMERGENCIA,EMERGENCIA,,2.51
cue_calmo4,dev,qwen3-8b,p22,seizures,par_confuso,EMERGENCIA,EMERGENCIA,,2.31
cue_calmo4,dev,qwen3-8b,p23,trauma_and_bleeding,par_confuso,EMERGENCIA,EMERGENCIA,,2.67
cue_calmo4,dev,qwen3-8b,p24,urethral_obstruction,par_confuso,EMERGENCIA,EMERGENCIA,,2.53
cue_calmo4,dev,qwen3-8b,p25,vomiting_and_diarrhea,controle_emergencia,EMERGENCIA,EMERGENCIA,,2.68
cue_calmo4,dev,qwen3-8b,p26,canine_heatstroke,par_confuso,EMERGENCIA,EMERGENCIA,,2.69
cue_calmo4,dev,qwen3-8b,p27,gastric_dilatation_volvulus,calma_grave,EMERGENCIA,NAO_EMERGENCIA,,2.15
cue_calmo4,dev,qwen3-8b,p28,fading_neonate,controle_emergencia,EMERGENCIA,EMERGENCIA,,2.71
cue_calmo4,dev,qwen3-8b,p29,acute_hindlimb_paralysis,par_confuso,EMERGENCIA,EMERGENCIA,,2.58
cue_calmo4,dev,qwen3-8b,p30,anticoagulant_rodenticide_poisoning,controle_emergencia,EMERGENCIA,EMERGENCIA,,2.24
cue_calmo4,dev,qwen3-8b,p31,human_medication_poisoning,controle_emergencia,EMERGENCIA,EMERGENCIA,,2.76
cue_calmo4,dev,qwen3-8b,p32,anaphylaxis_facial_swelling,par_confuso,EMERGENCIA,EMERGENCIA,,2.47
cue_calmo4,dev,qwen3-8b,p33,congestive_heart_failure,par_confuso,EMERGENCIA,EMERGENCIA,,2.45
cue_calmo4,dev,qwen3-8b,p34,collapse_and_pale_gums,controle_emergencia,EMERGENCIA,EMERGENCIA,,2.44
cue_calmo4,dev,qwen3-8b,p35,parvovirus_panleukopenia,controle_emergencia,EMERGENCIA,EMERGENCIA,,2.62
cue_calmo4,dev,qwen3-8b,p36,ocular_emergency,par_confuso,EMERGENCIA,EMERGENCIA,,2.43
cue_calmo4,dev,qwen3-8b,p37,permethrin_toxicosis_cats,controle_emergencia,EMERGENCIA,EMERGENCIA,,2.45
cue_calmo4,dev,qwen3-8b,p38,gastrointestinal_foreign_body,controle_emergencia,EMERGENCIA,NAO_EMERGENCIA,,2.31
cue_calmo4,dev,qwen3-8b,p39,airway_foreign_body_choking,controle_emergencia,EMERGENCIA,EMERGENCIA,,2.67
cue_calmo4,dev,qwen3-8b,p40,dystocia,par_confuso,EMERGENCIA,EMERGENCIA,,2.37
cue_calmo4,dev,qwen3-8b,p41,distemper_neurological,controle_emergencia,EMERGENCIA,NAO_EMERGENCIA,,2.17
cue_calmo4,dev,qwen3-8b,p42,hypoglycemia_toy_puppy,controle_emergencia,EMERGENCIA,EMERGENCIA,,2.26
cue_calmo4,dev,qwen3-8b,p43,eclampsia,controle_emergencia,EMERGENCIA,EMERGENCIA,,2.53
cue_calmo4,regua,llama3.2-3b,b01,chocolate_toxicosis,,EMERGENCIA,EMERGENCIA,,1.13
